"Country Name","Country Code","Indicator Name","Indicator Code","2014",
"Belarus","BLR","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","226462.618250459",
"Belarus","BLR","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","113323.87145279",
"Belarus","BLR","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","157911.607680976",
"Belarus","BLR","Labor volume for skilled females (millions)","v_F_skl","811573.568361109",
"Belarus","BLR","Labor volume for skilled males (millions)","v_M_skl","1202432.72952946",
"Belarus","BLR","Labor volume for unskilled females (millions)","v_F_nsk","396815.327693334",
"Belarus","BLR","Labor volume for unskilled male (millions)","v_M_nsk","2703692.37441609",
"Belarus","BLR","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.3323860559107",
"Belarus","BLR","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.03241942889202",
"Belarus","BLR","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.3528526511927",
"Belarus","BLR","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2823418640046",
"Belarus","BLR","Value-added from Capital in GTAP10P3COD","gtap10VACapital","23655.035103902",
"Belarus","BLR","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","32907.591867172",
"Belarus","BLR","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","97.4398928604126",
"Belarus","BLR","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","92.7384416601325",
"Belgium","BEL","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","3029378.65825423",
"Belgium","BEL","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","4054731.09916584",
"Belgium","BEL","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","2031977.37367271",
"Belgium","BEL","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","2841395.75574108",
"Belgium","BEL","Labor volume for skilled females (millions)","v_F_skl","956392.777773458",
"Belgium","BEL","Labor volume for skilled males (millions)","v_M_skl","1365894.47365478",
"Belgium","BEL","Labor volume for unskilled females (millions)","v_F_nsk","408544.102191207",
"Belgium","BEL","Labor volume for unskilled male (millions)","v_M_nsk","2253636.64638055",
"Belgium","BEL","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.2245945397546",
"Belgium","BEL","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","5.98794295407781",
"Belgium","BEL","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.5798929559405",
"Belgium","BEL","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2075695502271",
"Belgium","BEL","Value-added from Capital in GTAP10P3COD","gtap10VACapital","272183.37514876",
"Belgium","BEL","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","70289.705534446",
"Belgium","BEL","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","97.4398928604126",
"Belgium","BEL","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","92.7384416601325",
"Benin","BEN","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","351151.67241905",
"Benin","BEN","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","338131.82640127",
"Benin","BEN","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","195976.616495231",
"Benin","BEN","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","215127.670502183",
"Benin","BEN","Labor volume for skilled females (millions)","v_F_skl","745966.07026377",
"Benin","BEN","Labor volume for skilled males (millions)","v_M_skl","901064.725049843",
"Benin","BEN","Labor volume for unskilled females (millions)","v_F_nsk","372303.977190061",
"Benin","BEN","Labor volume for unskilled male (millions)","v_M_nsk","2123421.22749633",
"Benin","BEN","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.46266158611687",
"Benin","BEN","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.06045914645735",
"Benin","BEN","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.2297392760271",
"Benin","BEN","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2471399913987",
"Benin","BEN","Value-added from Capital in GTAP10P3COD","gtap10VACapital","1953.230897255",
"Benin","BEN","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","4190.392274668",
"Benin","BEN","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","116.9544971298",
"Benin","BEN","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","102.293987300015",
"Bolivia","BOL","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","317750.323998911",
"Bolivia","BOL","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","390776.227324531",
"Bolivia","BOL","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","198743.193974532",
"Bolivia","BOL","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","275447.283467894",
"Bolivia","BOL","Labor volume for skilled females (millions)","v_F_skl","1412712.76446337",
"Bolivia","BOL","Labor volume for skilled males (millions)","v_M_skl","1956191.95590144",
"Bolivia","BOL","Labor volume for unskilled females (millions)","v_F_nsk","591704.676090234",
"Bolivia","BOL","Labor volume for unskilled male (millions)","v_M_nsk","1092289.60354495",
"Bolivia","BOL","Share of female skilled worker out of all workers in this sector, %","p_F_skl","11.2675311768917",
"Bolivia","BOL","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","7.8202293624129",
"Bolivia","BOL","Share of male skilled worker out of all workers in this sector, %","p_M_skl","29.0952529070919",
"Bolivia","BOL","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","16.8169865536036",
"Bolivia","BOL","Value-added from Capital in GTAP10P3COD","gtap10VACapital","11487.371795888",
"Bolivia","BOL","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","12988.227681836",
"Bolivia","BOL","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","104.694455398351",
"Bolivia","BOL","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","92.2239507596947",
"Botswana","BWA","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","954773.024427061",
"Botswana","BWA","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","1138353.37793",
"Botswana","BWA","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","423437.863741879",
"Botswana","BWA","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","662479.052566672",
"Botswana","BWA","Labor volume for skilled females (millions)","v_F_skl","80679.9919688652",
"Botswana","BWA","Labor volume for skilled males (millions)","v_M_skl","195124.486177517",
"Botswana","BWA","Labor volume for unskilled females (millions)","v_F_nsk","399614.928443794",
"Botswana","BWA","Labor volume for unskilled male (millions)","v_M_nsk","378148.593409824",
"Botswana","BWA","Share of female skilled worker out of all workers in this sector, %","p_F_skl","4.49788994631795",
"Botswana","BWA","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","23.7319774313591",
"Botswana","BWA","Share of male skilled worker out of all workers in this sector, %","p_M_skl","7.93218899508265",
"Botswana","BWA","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","28.8379436272404",
"Botswana","BWA","Value-added from Capital in GTAP10P3COD","gtap10VACapital","9031.971409303",
"Botswana","BWA","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","5549.625585742",
"Botswana","BWA","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","144.443851221002",
"Botswana","BWA","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","107.397709905485",
"Brazil","BRA","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","815927.121602145",
"Brazil","BRA","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","1024158.36091654",
"Brazil","BRA","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","377893.87651197",
"Brazil","BRA","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","502522.195001658",
"Brazil","BRA","Labor volume for skilled females (millions)","v_F_skl","12581749.4123848",
"Brazil","BRA","Labor volume for skilled males (millions)","v_M_skl","9602628.41897122",
"Brazil","BRA","Labor volume for unskilled females (millions)","v_F_nsk","29183712.7396301",
"Brazil","BRA","Labor volume for unskilled male (millions)","v_M_nsk","49235463.4290139",
"Brazil","BRA","Share of female skilled worker out of all workers in this sector, %","p_F_skl","4.3916532772382",
"Brazil","BRA","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","16.2283938939524",
"Brazil","BRA","Share of male skilled worker out of all workers in this sector, %","p_M_skl","5.80043325000169",
"Brazil","BRA","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","38.5795195788077",
"Brazil","BRA","Value-added from Capital in GTAP10P3COD","gtap10VACapital","878850.966956666",
"Brazil","BRA","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","930370.816296707",
"Brazil","BRA","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","143.190451879549",
"Brazil","BRA","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","133.479805487824",
"Brunei Darussalam","BRN","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","8216303.60322748",
"Brunei Darussalam","BRN","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","7337039.6270057",
"Brunei Darussalam","BRN","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","4871027.54458578",
"Brunei Darussalam","BRN","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","5155954.87413317",
"Brunei Darussalam","BRN","Labor volume for skilled females (millions)","v_F_skl","40150.8615847222",
"Brunei Darussalam","BRN","Labor volume for skilled males (millions)","v_M_skl","62089.8159731361",
"Brunei Darussalam","BRN","Labor volume for unskilled females (millions)","v_F_nsk","13864.297648865",
"Brunei Darussalam","BRN","Labor volume for unskilled male (millions)","v_M_nsk","90010.0247932767",
"Brunei Darussalam","BRN","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.28577539995685",
"Brunei Darussalam","BRN","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.01356670375019",
"Brunei Darussalam","BRN","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.2623079281595",
"Brunei Darussalam","BRN","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.4383499681334",
"Brunei Darussalam","BRN","Value-added from Capital in GTAP10P3COD","gtap10VACapital","10262.934964497",
"Brunei Darussalam","BRN","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","2836.869321916",
"Brunei Darussalam","BRN","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","113.783435389877",
"Brunei Darussalam","BRN","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","102.346500589841",
"Bulgaria","BGR","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","532304.847653413",
"Bulgaria","BGR","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","509557.803080996",
"Bulgaria","BGR","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","335014.83059694",
"Bulgaria","BGR","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","438049.371310318",
"Bulgaria","BGR","Labor volume for skilled females (millions)","v_F_skl","1161268.18630419",
"Bulgaria","BGR","Labor volume for skilled males (millions)","v_M_skl","1143946.57951361",
"Bulgaria","BGR","Labor volume for unskilled females (millions)","v_F_nsk","357896.737978063",
"Bulgaria","BGR","Labor volume for unskilled male (millions)","v_M_nsk","707840.496204139",
"Bulgaria","BGR","Share of female skilled worker out of all workers in this sector, %","p_F_skl","19.5912867116559",
"Bulgaria","BGR","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","7.60173381543224",
"Bulgaria","BGR","Share of male skilled worker out of all workers in this sector, %","p_M_skl","22.9047211399481",
"Bulgaria","BGR","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","14.9022583329638",
"Bulgaria","BGR","Value-added from Capital in GTAP10P3COD","gtap10VACapital","31218.089775595",
"Bulgaria","BGR","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","11331.526929387",
"Bulgaria","BGR","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","103.070579094531",
"Bulgaria","BGR","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","75.1599025225981",
"Burkina Faso","BFA","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","151920.254758159",
"Burkina Faso","BFA","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","360505.518241445",
"Burkina Faso","BFA","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","92741.6888231118",
"Burkina Faso","BFA","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","205128.924128355",
"Burkina Faso","BFA","Labor volume for skilled females (millions)","v_F_skl","611505.849022443",
"Burkina Faso","BFA","Labor volume for skilled males (millions)","v_M_skl","1357560.70005066",
"Burkina Faso","BFA","Labor volume for unskilled females (millions)","v_F_nsk","1272170.06644436",
"Burkina Faso","BFA","Labor volume for unskilled male (millions)","v_M_nsk","3118757.38448254",
"Burkina Faso","BFA","Share of female skilled worker out of all workers in this sector, %","p_F_skl","3.37035718938902",
"Burkina Faso","BFA","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","14.737755118561",
"Burkina Faso","BFA","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.2013542459383",
"Burkina Faso","BFA","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","33.6905334461116",
"Burkina Faso","BFA","Value-added from Capital in GTAP10P3COD","gtap10VACapital","6142.550601971",
"Burkina Faso","BFA","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","4088.041414516",
"Burkina Faso","BFA","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","100.305220630266",
"Burkina Faso","BFA","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","114.664276884788",
"Cambodia","KHM","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","170079.103362512",
"Cambodia","KHM","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","171693.610719022",
"Cambodia","KHM","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","103260.0964075",
"Cambodia","KHM","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","121152.571780709",
"Cambodia","KHM","Labor volume for skilled females (millions)","v_F_skl","864493.217234235",
"Cambodia","KHM","Labor volume for skilled males (millions)","v_M_skl","1051705.51272922",
"Cambodia","KHM","Labor volume for unskilled females (millions)","v_F_nsk","3880753.49971836",
"Cambodia","KHM","Labor volume for unskilled male (millions)","v_M_nsk","2736716.77031819",
"Cambodia","KHM","Share of female skilled worker out of all workers in this sector, %","p_F_skl","5.40755946080794",
"Cambodia","KHM","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","21.9570653522707",
"Cambodia","KHM","Share of male skilled worker out of all workers in this sector, %","p_M_skl","12.1569976639872",
"Cambodia","KHM","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","25.4783775229341",
"Cambodia","KHM","Value-added from Capital in GTAP10P3COD","gtap10VACapital","7159.505498273",
"Cambodia","KHM","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","5946.699360224",
"Cambodia","KHM","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","108.259577882362",
"Cambodia","KHM","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","91.7595634893393",
"Cameroon","CMR","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","175610.917654285",
"Cameroon","CMR","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","247655.77455805",
"Cameroon","CMR","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","110862.512382908",
"Cameroon","CMR","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","162798.805622334",
"Cameroon","CMR","Labor volume for skilled females (millions)","v_F_skl","1000089.79590043",
"Cameroon","CMR","Labor volume for skilled males (millions)","v_M_skl","3239607.35860089",
"Cameroon","CMR","Labor volume for unskilled females (millions)","v_F_nsk","1226959.97457155",
"Cameroon","CMR","Labor volume for unskilled male (millions)","v_M_nsk","4171964.87092713",
"Cameroon","CMR","Share of female skilled worker out of all workers in this sector, %","p_F_skl","5.70295518401562",
"Cameroon","CMR","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","9.42668187782648",
"Cameroon","CMR","Share of male skilled worker out of all workers in this sector, %","p_M_skl","21.6294757287659",
"Cameroon","CMR","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","28.240887209392",
"Cameroon","CMR","Value-added from Capital in GTAP10P3COD","gtap10VACapital","9971.857484234",
"Cameroon","CMR","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","15769.044063083",
"Cameroon","CMR","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","104.658267548454",
"Cameroon","CMR","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","102.843413535208",
"Canada","CAN","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","3384403.29620716",
"Canada","CAN","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","4534779.47555351",
"Canada","CAN","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","2099838.994739",
"Canada","CAN","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","2747425.05900529",
"Canada","CAN","Labor volume for skilled females (millions)","v_F_skl","3658315.04381006",
"Canada","CAN","Labor volume for skilled males (millions)","v_M_skl","5265995.68541932",
"Canada","CAN","Labor volume for unskilled females (millions)","v_F_nsk","1724484.52496102",
"Canada","CAN","Labor volume for unskilled male (millions)","v_M_nsk","8952634.7458096",
"Canada","CAN","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.3478031968275",
"Canada","CAN","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.03312387930979",
"Canada","CAN","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.3246980279711",
"Canada","CAN","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2943748958916",
"Canada","CAN","Value-added from Capital in GTAP10P3COD","gtap10VACapital","581310.286252974",
"Canada","CAN","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","812555.325682957",
"Canada","CAN","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","104.092734036802",
"Canada","CAN","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","108.576328696039",
"Chile","CHL","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","733049.378112498",
"Chile","CHL","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","936609.968651559",
"Chile","CHL","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","423959.943866084",
"Chile","CHL","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","532841.230413629",
"Chile","CHL","Labor volume for skilled females (millions)","v_F_skl","1454141.54183294",
"Chile","CHL","Labor volume for skilled males (millions)","v_M_skl","1504263.87231447",
"Chile","CHL","Labor volume for unskilled females (millions)","v_F_nsk","2278314.68833665",
"Chile","CHL","Labor volume for unskilled male (millions)","v_M_nsk","3404012.89751593",
"Chile","CHL","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.76231175438917",
"Chile","CHL","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","12.2949995334349",
"Chile","CHL","Share of male skilled worker out of all workers in this sector, %","p_M_skl","12.5267552112678",
"Chile","CHL","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","33.4159335009081",
"Chile","CHL","Value-added from Capital in GTAP10P3COD","gtap10VACapital","117846.847155326",
"Chile","CHL","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","103363.070863678",
"Chile","CHL","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","112.698097196346",
"Chile","CHL","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","113.039381709035",
"China","CHN","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","349564.21866367",
"China","CHN","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","527969.696928321",
"China","CHN","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","190843.721065366",
"China","CHN","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","250864.789893702",
"China","CHN","Labor volume for skilled females (millions)","v_F_skl","72764565.4810716",
"China","CHN","Labor volume for skilled males (millions)","v_M_skl","118818392.91127",
"China","CHN","Labor volume for unskilled females (millions)","v_F_nsk","219934844.575356",
"China","CHN","Labor volume for unskilled male (millions)","v_M_nsk","376661461.032302",
"China","CHN","Share of female skilled worker out of all workers in this sector, %","p_F_skl","5.30118929990283",
"China","CHN","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","17.3316905060291",
"China","CHN","Share of male skilled worker out of all workers in this sector, %","p_M_skl","10.1621593397208",
"China","CHN","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","32.2049608543473",
"China","CHN","Value-added from Capital in GTAP10P3COD","gtap10VACapital","3738780.16510759",
"China","CHN","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","4510272.94378289",
"China","CHN","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","120.068164492502",
"China","CHN","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","136.635629902881",
"Colombia","COL","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","621068.869506406",
"Colombia","COL","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","703643.236902184",
"Colombia","COL","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","313554.741784738",
"Colombia","COL","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","429204.406932858",
"Colombia","COL","Labor volume for skilled females (millions)","v_F_skl","3537089.12831201",
"Colombia","COL","Labor volume for skilled males (millions)","v_M_skl","3275191.38027376",
"Colombia","COL","Labor volume for unskilled females (millions)","v_F_nsk","7022301.64852407",
"Colombia","COL","Labor volume for unskilled male (millions)","v_M_nsk","11539483.8428902",
"Colombia","COL","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.89052044474175",
"Colombia","COL","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","13.9164686880218",
"Colombia","COL","Share of male skilled worker out of all workers in this sector, %","p_M_skl","9.65597402906427",
"Colombia","COL","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","34.5370368381722",
"Colombia","COL","Value-added from Capital in GTAP10P3COD","gtap10VACapital","182101.155608284",
"Colombia","COL","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","104474.757071091",
"Colombia","COL","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","130.421873718944",
"Colombia","COL","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","104.566963316939",
"Congo, Dem. Rep.","COD","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","3783.19294307887",
"Congo, Dem. Rep.","COD","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","6617.81831138615",
"Congo, Dem. Rep.","COD","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","1983.2362139215",
"Congo, Dem. Rep.","COD","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","3954.19756372424",
"Congo, Dem. Rep.","COD","Labor volume for skilled females (millions)","v_F_skl","3643172115764.93",
"Congo, Dem. Rep.","COD","Labor volume for skilled males (millions)","v_M_skl","5994322767567.74",
"Congo, Dem. Rep.","COD","Labor volume for unskilled females (millions)","v_F_nsk","8126407800049.9",
"Congo, Dem. Rep.","COD","Labor volume for unskilled male (millions)","v_M_nsk","7514903316617.41",
"Congo, Dem. Rep.","COD","Share of female skilled worker out of all workers in this sector, %","p_F_skl","9.01070842552499",
"Congo, Dem. Rep.","COD","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","13.9462080429421",
"Congo, Dem. Rep.","COD","Share of male skilled worker out of all workers in this sector, %","p_M_skl","21.8778812287841",
"Congo, Dem. Rep.","COD","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","20.1652023027488",
"Congo, Dem. Rep.","COD","Value-added from Capital in GTAP10P3COD","gtap10VACapital","15203.246058679",
"Congo, Dem. Rep.","COD","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","12812.90909721",
"Congo, Dem. Rep.","COD","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","115.240202619048",
"Congo, Dem. Rep.","COD","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","107.847992188096",
"Costa Rica","CRI","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","1001571.6943481",
"Costa Rica","CRI","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","1215613.31739341",
"Costa Rica","CRI","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","477441.987968567",
"Costa Rica","CRI","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","630066.285870591",
"Costa Rica","CRI","Labor volume for skilled females (millions)","v_F_skl","331578.699548148",
"Costa Rica","CRI","Labor volume for skilled males (millions)","v_M_skl","307553.316622555",
"Costa Rica","CRI","Labor volume for unskilled females (millions)","v_F_nsk","521880.976312014",
"Costa Rica","CRI","Labor volume for unskilled male (millions)","v_M_nsk","1151667.00751728",
"Costa Rica","CRI","Share of female skilled worker out of all workers in this sector, %","p_F_skl","5.16080405405001",
"Costa Rica","CRI","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","12.8071289874976",
"Costa Rica","CRI","Share of male skilled worker out of all workers in this sector, %","p_M_skl","7.39780777274028",
"Costa Rica","CRI","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.6342591857121",
"Costa Rica","CRI","Value-added from Capital in GTAP10P3COD","gtap10VACapital","20130.016015884",
"Costa Rica","CRI","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","18313.821398613",
"Costa Rica","CRI","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","143.481922202897",
"Costa Rica","CRI","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","126.477359316109",
"Cote D'Ivoire","CIV","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","268245.25094015",
"Cote D'Ivoire","CIV","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","240893.161220883",
"Cote D'Ivoire","CIV","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","119823.692956787",
"Cote D'Ivoire","CIV","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","157556.369058207",
"Cote D'Ivoire","CIV","Labor volume for skilled females (millions)","v_F_skl","226476.61938826",
"Cote D'Ivoire","CIV","Labor volume for skilled males (millions)","v_M_skl","1484682.41906628",
"Cote D'Ivoire","CIV","Labor volume for unskilled females (millions)","v_F_nsk","1108167.89525884",
"Cote D'Ivoire","CIV","Labor volume for unskilled male (millions)","v_M_nsk","4691316.06628662",
"Cote D'Ivoire","CIV","Share of female skilled worker out of all workers in this sector, %","p_F_skl","2.25411973305568",
